filename,filepath,title,artist,album,album_artist,genre,date,duration_seconds,bpm,beaTunes_tempo_COLOR,beaTunes_SPECTRUM,beaTunes_COLOR,beaTunes_tempo_timbre_COLOR,MOOD_DANCEABILITY,Tuning,has_lyrics,lyrics_text
02 Love Cloud.mp3,E:\iTunes\iTunes Media\Music\Perfume\Nebula Romance- Part I\02 Love Cloud.mp3,Love Cloud,Perfume,Nebula Romance- Part I,Perfume,Electrónica,2023-09-06,219.56,128,84616d,90.03543;99.0;45.2126;37.027557;28.452757;18.3189;30.79134;28.84252;25.334646;31.181103;24.555119;25.724411;22.6063;27.283466;18.3189;21.43701;32.740158;38.586617;50.279526;41.31496;36.24803;38.97638;21.047245;0.0;,cdd74e,402531,35,2,Sí,"[Chorus]
I don't wanna dance
I don’t wanna go
I don't wanna feel you 恋がコワイ
あどけない Voice
アドリブライフ
さりげない Hold on 浮かんじゃうわ
恋雲

[Verse 1]
車走らせて 風になるの
音も立てないで 霧みたいに

[Refrain]
恋に落ちる時はそう
Escalate escalate escalate escalate

[Chorus]
I don't wanna dance
I don’t wanna go
I don't wanna feel you 恋がコワイ
あどけない Voice アドリブライフ
さりげない Hold on 浮かんじゃうわ
恋雲

[Interlude]
ラブ・クラウド

[Verse 2]
街角に浮かぶ キミを見てた
ビルに映る雲 空の上へ

[Refrain]
恋に落ちる時はそう
Escalate escalate escalate escalate

[Chorus]
I don't wanna dance (I'm afraid)
I don't wanna go (to fall in love)
I don't wanna feel you 恋がコワイ (恋がコワイ)
あどけない Voice (I'm afraid)
アドリブライフ (to fall in love)
さりげない Hold on 浮かんじゃうわ
恋雲

I don't wanna dance
I don’t wanna go
I don’t wanna feel you 恋がコワイ
あどけない Voice
アドリブライフ
さりげない Hold on 浮かんじゃうわ
恋雲"
03 Cosmic Treat.mp3,E:\iTunes\iTunes Media\Music\Perfume\Nebula Romance- Part I\03 Cosmic Treat.mp3,Cosmic Treat,Perfume,Nebula Romance- Part I,Perfume,Electrónica,2024-09-20,187.56,132,7a6372,50.279526;99.0;49.5;50.669292;34.688976;31.570868;45.2126;34.299213;38.97638;29.622047;28.452757;25.334646;30.401575;37.417324;26.503939;34.299213;48.720474;65.480316;89.64567;83.40945;66.649605;76.00394;53.397636;0.0;,fd9477,797a7b,29,4,Sí,"[パフューム「Cosmic Treat」歌詞]

[Chorus]
Get ready to blast off, feel the funky beat
Join the interstellar party, it's a cosmic treat
So melodies in the air, sounds spinning around
Play that space funk, it's a cosmic treat

[Verse 1]
暗闇に浮かぶこの宇宙船
上も下もない街で
In the cosmic ray, where the shadows play
We dance all night 無重力で

[Pre-Chorus]
キミと踊る
僕のサーチライト

[Chorus]
Get ready to blast off, feel the funky beat
Join the interstellar party, it's a cosmic treat
So melodies in the air, sounds spinning around
Play that space funk, it's a cosmic treat

[Verse 2]
虹色に浮かぶこの宇宙船
超えるのはそう天の川
In the cosmic ray, where the shadows play
We dance all night 無重力で

[Pre-Chorus]
キミと踊る
僕はサテライト

[Chorus]
Get ready to blast off, feel the funky beat
Join thе interstellar party, it's a cosmic treat
So mеlodies in the air, sounds spinning around
Play that space funk, it's a cosmic treat
Get ready to blast off, feel the funky beat
Join the interstellar party, it's a cosmic treat
So melodies in the air, sounds spinning around
Play that space funk, space funk, space funk
It's a cosmic treat

[Outro]
It's a cosmic treat
It's a cosmic treat"
04 Starlight Dreams.mp3,E:\iTunes\iTunes Media\Music\Perfume\Nebula Romance- Part I\04 Starlight Dreams.mp3,Starlight Dreams,Perfume,Nebula Romance- Part I,Perfume,Electrónica,2024-09-20,213.08,90,030805,72.1063;99.0;94.32283;65.09055;52.61811;37.417324;55.34646;63.921257;48.720474;36.637794;34.299213;34.688976;37.027557;44.04331;31.96063;35.85827;44.822834;60.413383;73.66535;74.444885;69.37795;67.42913;38.97638;0.0;,f1ba7d,b66f4d,31,0,Sí,"[パフューム「Starlight Dreams」歌詞]

[Verse 1]
船の窓から見える
月の上に舞うのはランウェイ
Hah 光る
星が踊る 光速船が
波を残して天を翔けるわ
Hah 何処へ

[Chorus]
Hold me close
In starlight dreams
キミへ続くLight wave
Love transcends
Through space and time
遥か遠い夢

[Verse 2]
浮かぶシートに揺られて
キミの夢を見ていたの
Starlight dreams 眠り
星が全て線になって
光の中を泳ぐように 船は飛ぶわ

[Chorus]
Hold me close
In starlight dreams
時を越える旅
光速船 Through space and time
遥か遠い夢
Hold me close
In starlight dreams
キミへ続くLight wave
Love transcends
Through space and time
遥か遠い夢"
05 IMA IMA IMA.mp3,E:\iTunes\iTunes Media\Music\Perfume\Nebula Romance- Part I\05 IMA IMA IMA.mp3,IMA IMA IMA,Perfume,Nebula Romance- Part I,Perfume,Electrónica,2024-09-20,215.2,135,815a64,56.125984;99.0;54.177166;40.535435;44.822834;32.740158;40.145668;44.04331;37.027557;33.519684;33.12992;32.740158;40.925198;38.97638;27.283466;33.519684;44.04331;58.854332;67.03937;76.3937;59.633858;68.59843;47.940945;0.0;,fb9a6c,292c2e,47,3,Sí,"[パフューム「IMA IMA IMA」歌詞]

[Verse 1]
悲しみを持たずに造られたわたしの
はずなのにおかしい うまく笑えないの
メカニカルノイズが懐かしく思えて
何千日もまだ 電子の海にいた

[Pre-Chorus]
カラダを持たない
心だけがこだまする

[Chorus]
現実世界に 今今今今
ダウンロードして
キミキミキミキミが
久しぶりだわ
手を伸ばして触れたいの
魔法みたいなものでしょ
いつか解けるまでは いさせてよ

[Verse 2]
わからないものには
ヒトはこわいと言うけど
ヒトから造られた だけどなれないまま
上書きを逃れて たどり着いた場所で
ある日救われたの 電子の海の底

[Pre-Chorus]
心を持たずに
カタチだけで動く街

[Chorus]
恋をするなら 今今今今
ダウンロードして
キミキミキミキミが
わたしの鼓動
きっと見つけてくれるって
魔法みたいなものでしょ
いつか解けるまでは いさせてよ"
06 Sumikko Disco.mp3,E:\iTunes\iTunes Media\Music\Perfume\Nebula Romance- Part I\06 Sumikko Disco.mp3,Sumikko Disco,Perfume,Nebula Romance- Part I,Perfume,J-pop,2023-11-03,208.07,110,9c2073,99.0;94.32283;49.5;63.531494;46.771652;53.397636;66.649605;49.889763;51.83858;54.95669;44.43307;49.5;53.007874;46.38189;36.637794;47.16142;60.02362;71.32677;71.71654;62.75197;56.125984;68.98819;49.110237;0.0;,fc6d6b,555043,32,1,Sí,"[パフューム「すみっコディスコ」歌詞]

[Intro]
Watching, watching
Watching, watching
すみっコディスコ

[Verse 1]
一番前 音の前 ただ目を塞ぐの
このままで 終わるまで 音が止まるまで

聴こえてくるの 森の奥から
耳をすませば 不思議な音

[Pre-Chorus]
遠い宇宙から 放り投げ 受け止めて
一人でいてもね いつもいるわ そばに ボクたちは

[Chorus]
Watching, watching すみっコディスコで
Watching, watching  すみっコディスコ
Watching, watching  すみっコディスコで
Watching, watching  すみっコディスコ

[Verse 2]
一番前 音の前 ただ目を塞ぐの
このままで 終わるまで 音が止まるまで

キミは物知り でも人見知り
耳をすませば 不思議な人

[Pre-Chorus]
遠い宇宙から 放り投げ 受け止めて
一人でいてもね いつもいるわ そばに ボクたちは

[Chorus]
Watching, watching すみっコディスコで
Watching, watching  すみっコディスコ
Watching, watching  すみっコディスコで
Watching, watching  すみっコディスコ
Watching, watching すみっコディスコで
Watching, watching  すみっコディスコ
Watching, watching  すみっコディスコで
Watching, watching  すみっコディスコ

[Outro]
ディスコ ディスコ すみっコディスコ
ディスコ ディスコ すみっコディスコ
ディスコ ディスコ すみっコディスコ
すみっコディスコ すみっコディスコ"
07 Morning Cruising.mp3,E:\iTunes\iTunes Media\Music\Perfume\Nebula Romance- Part I\07 Morning Cruising.mp3,Morning Cruising,Perfume,Nebula Romance- Part I,Perfume,Electrónica,2024-09-20,186.93,110,ae2d7d,99.0;86.137794;67.42913;63.531494;53.007874;44.04331;38.97638;43.65354;40.535435;36.24803;30.011812;36.637794;36.24803;46.38189;40.145668;47.55118;68.98819;71.71654;90.03543;88.866135;84.18898;73.27559;48.720474;0.0;,ff877c,838780,29,-6,Sí,"[パフューム「Morning Cruising」歌詞]

[Verse 1]
街が目を覚まして
走る夜明けのハイウェイ
鼓動のリズムに眠れなくて
コインを入れたら
モーニングコーヒー
海が見える街へ

[Chorus]
Morning cruising 日差しの中で
Swinging, grooving
Morning cruising 朝焼けのカラー
Dancing, grooving
So high, yeah!

[Verse 2]
旅の途中みたいな
いつもとは違うことを
考えていた 眠れなくて
コインを入れたら
モーニングコーヒー
海が見える街へ

[Chorus]
Morning cruising 日差しの中で
Swinging, grooving
Morning cruising 朝焼けのカラー
Dancing, grooving
So high, yeah!

[Instrumental Break]

[Chorus]
Morning cruising 日差しの中で
Swinging, grooving
Morning cruising 朝焼けのカラー
Dancing, grooving
So high, yeah!"
09 Jikuuka.mp3,E:\iTunes\iTunes Media\Music\Perfume\Nebula Romance- Part I\09 Jikuuka.mp3,Jikuuka,Perfume,Nebula Romance- Part I,Perfume,Electrónica,2024-09-20,248.5,80,93645c,53.007874;99.0;42.874016;25.724411;27.67323;38.586617;38.586617;17.539371;20.657482;17.149609;12.08268;17.929134;14.811024;15.20079;16.370079;15.590553;16.370079;24.555119;30.79134;27.67323;16.370079;24.555119;15.590553;0.0;,8eef44,a81eb1,13,0,No,
08 Time Capsule.mp3,E:\iTunes\iTunes Media\Music\Perfume\Nebula Romance- Part I\08 Time Capsule.mp3,Time Capsule,Perfume,Nebula Romance- Part I,Perfume,Electrónica,2024-09-20,214.57,107,a03454,59.244095;99.0;42.09449;30.011812;19.877954;26.114174;27.67323;28.452757;21.826773;21.43701;13.641735;18.708662;24.555119;28.062992;22.6063;30.79134;31.181103;38.586617;48.720474;49.889763;48.720474;60.80315;43.65354;0.0;,e7c564,523f4c,42,2,Sí,"[パフューム「タイムカプセル」歌詞]

[Verse 1]
ボクらは夢の中にいた
急いで漕いだ自転車置いて
宝物だらけの日々に
いつか蓋をしてしまったのさ

[Pre-Chorus]
あったかい風が吹いた
あの日と同じように
画面には映った
あの日の未来が待ってる

[Chorus]
キミと見た 夢はまだ
カプセルに 隠してる
引き留めた あの夏に
いつか帰れる日が来るなら

[Verse 2]
ボクらは運命を感じてた
迷いなんてないと走りだす
夢中で追いかけてた日々に
いつか蓋をしてしまったのさ

[Pre-Chorus]
あったかい風が吹いた
あの日と同じように
画面には映った
あの日の未来に帰るよ

[Chorus]
恋してた 夢もまだ
この箱に 隠してる
キミと見た あの夏を
呼び覚ますこの タイムカプセル

[Outro]
タイムカプセル"
01 Cipher.mp3,E:\iTunes\iTunes Media\Music\Perfume\Nebula Romance- Part II\01 Cipher.mp3,Cipher,Perfume,Nebula Romance- Part II,Perfume,J-pop,2025-08-18,123.3,75,867265,41.31496;99.0;45.602364;53.397636;55.73622;33.12992;27.283466;25.334646;34.688976;34.299213;33.519684;27.283466;36.24803;54.177166;33.519684;39.366142;40.925198;42.484253;45.2126;49.5;38.586617;30.401575;15.20079;0.0;,b3970d,04108d,24,3,Sí,"[Perfume「Cipher」歌詞]

[Instrumental Intro]

[Pre-Chorus]
何も漏らせば
開く光の道

[Chorus]
僕はいるの
星野終わり
君が cipher
最後の melody"
02 Saikidousekai.mp3,E:\iTunes\iTunes Media\Music\Perfume\Nebula Romance- Part II\02 Saikidousekai.mp3,Saikidousekai,Perfume,Nebula Romance- Part II,Perfume,J-pop,2025-08-18,206.5,170,130b17,99.0;90.81496;44.822834;36.24803;40.925198;39.755905;40.535435;51.44882;41.704723;38.19685;29.622047;37.027557;41.704723;40.925198;34.688976;45.602364;56.515747;61.582676;57.68504;65.87008;67.42913;97.05118;57.295277;0.0;,fd928b,4f5351,23,8,No,
10 Mobius.mp3,E:\iTunes\iTunes Media\Music\Perfume\Nebula Romance- Part I\10 Mobius.mp3,Mobius,Perfume,Nebula Romance- Part I,Perfume,Electrónica,2024-09-20,223.27,132,887c8b,78.342514;99.0;49.110237;44.04331;40.145668;34.299213;37.027557;54.95669;39.755905;33.519684;29.622047;34.299213;35.85827;43.26378;36.24803;41.31496;43.65354;55.34646;61.582676;56.515747;55.34646;79.12205;61.972443;0.0;,f9a271,5c5d5d,31,4,Sí,"[パフューム「メビウス 」歌詞]

[Verse 1]
星屑が舞う 銀河の輝きの中で
永遠誓うように 廻る二粒の衛星
溶け合う心が 並行する世界にまで
吸い込まれるように
時間さえ掴むわ

[Chorus]
Space girl キミのマジック
夢の中へ果てへ
Space girl そうねロマンティック
宇宙の中へ果てへ メビウスの輪

[Verse 2]
星雲を見ていた
銀河の煌めきの中で
抜け出せないわ 甘い星まで

[Pre-Chorus]
Space girl キミのマジック
夢の中へ果てへ

[Chorus]
Space girl キミのマジック
夢の中へ果てへ
Space girl そうねロマンティック
宇宙の中へ果てへ メビウスの輪

[Instrumental Break]

[Chorus]
Space girl キミのマジック
夢の中へ果てへ
Space girl そうねロマンティック
宇宙の中へ果てへ
Space girl キミのマジック
夢の中へ果てへ
Space girl そうねロマンティック
宇宙の中へ果てへ メビウスの輪

[Outro]
メビウスの輪"
04 Solar Wind.mp3,E:\iTunes\iTunes Media\Music\Perfume\Nebula Romance- Part II\04 Solar Wind.mp3,Solar Wind,Perfume,Nebula Romance- Part II,Perfume,J-pop,2025-08-18,255.4,132,79535b,56.90551;99.0;49.110237;48.330708;47.16142;42.09449;53.397636;44.822834;55.34646;42.484253;31.181103;39.366142;53.397636;63.14173;48.330708;58.464565;64.70079;77.173225;89.64567;79.90157;65.09055;67.03937;42.484253;0.0;,f15b53,3d4238,33,4,Sí,"[Perfume「ソーラ・ウィンド」歌詞]

[Verse 1]
進め未来, super
そうソーラ・ウィンド太陽へ
走るそらの highway
星へと ride on, shining my star road

[Pre-Chorus]
流れる星を見たら
涙が溢れちゃうの
窓側向いたままで泣くの
心の雨止むまで

[Chorus]
強い風が吹いた太陽が眩しく光るの
そのとき時間は止まる
眩しい太陽に電波が狂いそうだわ
わたし少しおかしいわ

[Instrumental Break]

[Verse 2]
続け未来, super
そうソーラ・ウィンド未知の場所へ
翔けるそらの highway
星へと ride on, shining my star road

[Pre-Chorus]
別れの船が着いて
瞬く誘導灯たち
窓側向いたままで笑う
星が見えなくなるまで

[Chorus]
強い風が吹いた太陽が眩しく光るの
そのとき時間は止まる
眩しい太陽に電波が狂いそうだわ
わたし達が始まるわ

[Instrumental Outro]"
03 Nebula Romance.mp3,E:\iTunes\iTunes Media\Music\Perfume\Nebula Romance- Part II\03 Nebula Romance.mp3,Nebula Romance,Perfume,Nebula Romance- Part II,Perfume,Electrónica,2025-04-02,240.25,140,724d54,54.95669;99.0;49.889763;39.755905;26.503939;35.85827;44.822834;26.114174;27.283466;22.996063;20.267717;21.047245;23.77559;31.570868;26.893702;34.688976;42.484253;42.874016;46.38189;44.822834;41.704723;34.688976;26.893702;0.0;,cdc132,1b141e,37,0,Sí,"[Perfume「ネビュラロマンス」歌詞]

[Verse 1: KASHIYUKA]
失恋の underneath
君と見て make a love
光る夢のクリマ
忘れないような always

[Pre-Chorus: NOCCHi &amp; a~chan]
銀河の secret
君だけの wish box
永遠の miss
心が経ずしてる

[Chorus: All]
Nebula romance, 今夜も
二人の未来グロー
Nebula romance, 永遠に踊る stars
私たちを照らして

[Verse 2: NOCCHi, a~chan, KASHIYUKA &amp; a~chan]
時を超え sparkles
君と only forever
瞬きの中 kiss
忘れないような always

[Pre-Chorus: KASHIYUKA &amp; a~chan, NOCCHi &amp; KASHIYUKA, NOCCHi &amp; a~chan, a~chan]
銀河の secret
君だけの wish box
永遠の miss
心が経ずしてる

[Chorus: All]
Nebula romance, 今夜も
二人の未来グロー
Nebula romance, 永遠に踊る stars
私たちを照らして
Nebula romance

[Instrumental Bridge]

[Chorus: a~chan, NOCCHi, KASHIYUKA &amp; NOCCHi, All]
Nebula romance, 今夜も
二人の未来グロー
Nebula romance, 永遠に踊る stars
私たちを照らして
Nebula romance (Nebula romance), 今夜も
二人の未来グロー
Nebula romance (Nebula romance), 永遠に踊る stars
私たちを照らして"
01 Que Pasaría.mp3,E:\iTunes\iTunes Media\Music\Paty Cantú & VADHIR\Que Pasaría - Single\01 Que Pasaría.mp3,Que Pasaría,Paty Cantú & VADHIR,Que Pasaría - Single,Paty Cantú & VADHIR,Pop en español,2022-11-04,198.58,90,0a0e08,72.1063;88.866135;87.69685;51.83858;81.46063;74.444885;79.12205;47.940945;45.602364;47.940945;42.484253;35.85827;41.31496;42.09449;39.755905;53.007874;57.68504;60.02362;68.208664;77.95276;88.47638;99.0;63.14173;0.0;,ea87c5,c08963,23,,No,
05 Virtual Fantasy.mp3,E:\iTunes\iTunes Media\Music\Perfume\Nebula Romance- Part II\05 Virtual Fantasy.mp3,Virtual Fantasy,Perfume,Nebula Romance- Part II,Perfume,J-pop,2025-08-18,222.46,100,b2269a,85.35826;99.0;68.98819;49.110237;40.535435;47.16142;43.65354;35.85827;55.34646;33.12992;28.452757;36.24803;32.350395;43.26378;35.468506;46.38189;55.73622;71.32677;87.30708;91.59448;73.66535;74.83464;48.330708;0.0;,fd9573,7d807e,31,0,Sí,"[Perfume「Virtual Fantasy」歌詞]

[Chorus]
Virtual fantasy, it's my escape
In this world, there's no mistake (Ooh)
We all are melodies, just afraid of memory
In this golden sanctuary

[Verse]
Finally, stars light my night
Electric heart shining bright
Connections that never break
Friendships I never forsake
後悔なんてないわ
全てが妄想愛だって
不幸化された町
真実を探す

[Pre-Chorus]
My night, fun to lease, no more worries
Just digital love and virtual boats
In this world, I find my home
Candle lights like a school

[Chorus]
Virtual fantasy, it's my escape
In this world, there's no mistake (Ooh)
We all are melodies, just afraid in memory
In this golden sanctuary

[Instrumental Break]

[Pre-Chorus]
My night, fun to lease, no more worries
Just digital love and virtual boats
In this world, I find my home
Candle lights like a school

[Chorus]
Virtual fantasy, it's my escape
In this world, there's no mistake (Ooh)
We all are melodies, just afraid in memory
In this golden sanctuary
Virtual fantasy, it's my escape
In this world, there's no mistake (Ooh)
We all are melodies, just afraid in memory
In this golden sanctuary (In this golden sanctuary)

[Outro]
Virtual fantasy (In this golden sanctuary)
Virtual fantasy (Ooh, ooh)
Virtual fantasy (In this golden sanctuary)
Ooh, ooh, virtual fantasy"
07 Human Factory - Denzo Ningen -.mp3,E:\iTunes\iTunes Media\Music\Perfume\Nebula Romance- Part II\07 Human Factory - Denzo Ningen -.mp3,Human Factory - Denzo Ningen -,Perfume,Nebula Romance- Part II,Perfume,Electrónica,2025-08-18,243.98,135,815a64,84.18898;94.32283;99.0;52.61811;44.04331;43.26378;40.145668;43.26378;31.570868;40.925198;29.622047;32.740158;40.145668;44.822834;35.078743;59.633858;57.68504;76.3937;81.07086;79.12205;63.531494;69.37795;53.7874;0.0;,f7995c,3a403b,39,-2,No,
06 Teenage Dreams.mp3,E:\iTunes\iTunes Media\Music\Perfume\Nebula Romance- Part II\06 Teenage Dreams.mp3,Teenage Dreams,Perfume,Nebula Romance- Part II,Perfume,J-pop,2025-08-18,263.13,135,71535e,86.52756;99.0;82.24016;64.31102;52.228348;38.19685;49.110237;56.125984;44.43307;38.586617;30.011812;31.96063;33.519684;40.145668;35.468506;38.586617;45.2126;59.244095;70.54724;65.09055;58.464565;62.75197;41.31496;0.0;,eac36c,141a16,39,3,Sí,"[Perfume「Teenage Dreams」歌詞]

[Verse 1]
冷たい銃声も開けないかな?
あの夏を思い出してたの?
伝う心を突いてきたむかして
光五色には無定番

[Verse 2]
貸していくシャープ天使
ドキドキしめたら使うかも
今日も質の里に見えるグラウンド
春と決めた君がいたんだ

[Chorus]
帰ろ帰ろあの頃に
そうさ帰ろ帰ろ, teenage future memories
戻ろ戻ろあの頃に
そうだ戻ろ戻ろ, teenage future dreams, la-la-la

[Instrumental Break]

[Verse 3]
いつか大人になっても
忘れないで幻じゃないんだ
帰り道は心の中に
やつもある気がしてるから

[Chorus]
走ろ走ろあの頃に
そうさ走ろ走ろ, teenage future memories
戻ろ戻ろあの頃に
そうだ戻ろ戻ろ, teenage future dreams, la-la-la

[Instrumental Break]

[Bridge]
あの時恋して行けばよかったと
思う言葉夢に立ってきて
今ならきっと出来る子に
そうやって人も伝わる

[Chorus]
帰ろ帰ろあの頃に
そうさ帰ろ帰ろ, teenage future memories
戻ろ戻ろあの頃に
そうだ戻ろ戻ろ, teenage future dreams, la-la-la

[Instrumental Outro]"
10 Meguru-pu.mp3,E:\iTunes\iTunes Media\Music\Perfume\Nebula Romance- Part II\10 Meguru-pu.mp3,Meguru-pu,Perfume,Nebula Romance- Part II,Perfume,Electrónica,2025-07-10,252.26,142,745058,60.80315;99.0;40.925198;31.570868;27.67323;21.43701;23.77559;30.011812;25.334646;30.011812;22.216536;35.85827;32.740158;35.85827;28.452757;33.90945;36.24803;41.704723;41.31496;42.874016;43.65354;51.83858;28.062992;0.0;,e2b643,231c27,28,1,No,
09 exit.mp3,E:\iTunes\iTunes Media\Music\Perfume\Nebula Romance- Part II\09 exit.mp3,exit,Perfume,Nebula Romance- Part II,Perfume,J-pop,2025-08-18,304.85,160,120a16,88.08661;87.69685;64.70079;45.992126;59.633858;38.19685;40.145668;58.854332;52.61811;49.889763;44.43307;60.02362;58.464565;80.6811;71.32677;78.732285;85.35826;88.08661;92.76378;99.0;88.866135;86.91732;53.397636;0.0;,f24e63,766f60,24,0,Sí,"[Perfume「exit」歌詞]

[Instrumental Intro]

[Verse 1]
遥香前に揉みたに武き
これはそう楽しいの recovery
時を超え巡れ巡り続く
僕らの神話の間違い探し

[Pre-Chorus]
守り続けてた
ずっと星を長って

[Chorus]
現状世界もない瞬間
測れないくらいの memory
始まりの時へと
戻ればこのループを都市くわ

[Post-Chorus]
Exit
Exit

[Instrumental Break]

[Verse 2]
それは痛いな解くても近く
当たり前にそこにいつもあった
なぜか誰も気づけない
そんな風に血くる行くでも

[Pre-Chorus]
意識からは new world
ついに見つけたわ

[Chorus]
この世界はない瞬間
少しつづ壊れてきない
あの日は散れなくも
惜しけばこのループを都市くわ

[Post-Chorus]
Exit
Exit, exit
Exit (Exit)

[Instrumental Break]

[Chorus]
現状世界もない瞬間
測れないくらいの memory
始まりの時へと
戻ればこのループを都市くわ

[Post-Chorus]
Exit
Exit"
08 Moon.mp3,E:\iTunes\iTunes Media\Music\Perfume\Nebula Romance- Part II\08 Moon.mp3,Moon,Perfume,Nebula Romance- Part II,Perfume,Electrónica,2023-08-17,181.58,120,ba4579,99.0;72.885826;59.244095;61.972443;49.889763;43.26378;71.32677;69.767715;58.464565;56.90551;55.34646;53.7874;51.83858;62.362206;40.925198;50.669292;61.192913;65.09055;77.173225;83.79921;93.543304;82.62992;51.059055;0.0;,f3519e,7d6e60,36,1,Sí,"[Perfume「Moon」歌詞]

Forever dance dance 月みたいに
Dance dance 僕は回る moon つかめば
Shake shake 空を舞うよう
Dance dance キミを見てる moon

足りないものを 探してばかり
同じになんて なれなくていい
目に映るもの 手に触れるもの 気分次第
何もないないないものねだりしても fuu
キミの no no no 心次第だわ

Forever dance dance 月みたいに
Dance dance 僕は回る moon つかめば
Shake shake 空を舞うよう
Dance dance キミを見てる moon

慣れないキミも その感じでいい
同じになんて なれなくていい
飽きた話題も 都会の圧も 気分次第
何もないないないものねだりしても fuu
キミの no no no 心次第だわ

Forever dance dance 月みたいに
Dance dance 僕は回る moon つかめば
Shake shake 空を舞うよう
Dance dance キミを見てる moon

Forever dance dance 月みたいに
Dance dance 僕は回る moon つかめば
Shake shake 空を舞うよう
Dance dance キミを見てる moon
Moon moon moon moon
Moon moon moon moon"
01 Plasma.m4a,E:\iTunes\iTunes Media\Music\Perfume\Plasma\01 Plasma.m4a,Plasma,Perfume,Plasma,Perfume,Electrónica,2022-07-27,124.18,170,170c1a,66.649605;99.0;48.720474;41.31496;37.417324;51.83858;45.602364;46.771652;31.570868;32.350395;30.79134;29.232285;24.165356;37.807087;22.6063;25.724411;31.96063;32.350395;36.24803;36.24803;31.181103;31.181103;20.267717;0.0;,8fe12f,09060d,25,2,Sí,"[Perfume「Plasma」歌詞]

[楽器]

プラズマ"
02 Time Warp (Version 1.1).m4a,E:\iTunes\iTunes Media\Music\Perfume\Plasma\02 Time Warp (Version 1.1).m4a,Time Warp (Version 1.1),Perfume,Plasma,Perfume,Electrónica,2022-07-27,172.78,160,0e0815,90.81496;99.0;80.291336;57.68504;32.350395;33.90945;51.059055;47.55118;71.71654;37.807087;39.755905;37.807087;31.181103;46.771652;42.09449;60.02362;67.81889;77.173225;79.12205;85.35826;78.732285;79.51181;51.059055;0.0;,fd876c,6b6d61,35,4,No,
03 Polygon Wave.m4a,E:\iTunes\iTunes Media\Music\Perfume\Plasma\03 Polygon Wave.m4a,Polygon Wave,Perfume,Plasma,Perfume,Electrónica,2022-07-15,273.81,128,5f434e,99.0;68.59843;52.228348;55.73622;44.04331;39.755905;59.244095;54.95669;33.90945;30.79134;35.468506;28.84252;42.09449;47.940945;31.96063;41.704723;45.2126;47.16142;53.007874;56.125984;59.633858;72.885826;47.55118;0.0;,f989a5,1f2423,30,1,Sí,"[Perfume「ポリゴンウェイヴ」歌詞]

ポリゴンウェイヴ

人工の星たち煌めく
キミと私との仮想ゲーム
ビル達もリズムに合わせて
都会でしょ って気取ってるの

ポリゴンウェイヴ 涙って
カクカクしたって流れるわ
作り物だらけの世界で 感じたい
夢って何？

今が夢
キミの夢
ボクの夢
コレハユメ？

体温がなくて (体温がなくて)
そばに誰もいないなんて
言葉が出なくて
宙に手を伸ばしたって
La-la-la, la-la
La-la-la, la-la
La-la-la, la-la

人工の太陽が眩しくて
ボクはキミが見られなくて
そうきっと景色のせいにして
都会でしょ って気取ってるの

ポリゴンウェイヴ 涙って
カクカクしたって流れるわ
作り物だらけの世界で 感じたい
夢って何？

今が夢
キミの夢
ボクの夢
コレハユメ？

ポリゴンウェイヴ
ポリゴンウェイヴ
ポリゴンウェイヴ

ポリゴンウェイヴ"
04 Saisei.m4a,E:\iTunes\iTunes Media\Music\Perfume\Plasma\04 Saisei.m4a,Saisei,Perfume,Plasma,Perfume,Electrónica,2019-11-28,283.95,150,64444d,68.208664;99.0;54.95669;42.484253;33.519684;30.401575;34.688976;26.114174;28.84252;21.047245;15.980316;23.77559;31.570868;43.26378;24.555119;28.062992;32.740158;40.925198;46.38189;53.007874;53.397636;64.70079;41.31496;0.0;,e3cc6a,362836,26,1,Sí,"[Perfume「再生」歌詞]

[Chorus]
最大限界生きたいわ
宇宙全体が手品いやい
正真正銘未来以来
偶然性さえ運命さ
コンピューターでも解けないわ
果てしない 光線の海
全身全霊で向かうわ
再生 再生 再生成

[Verse 1]
こぼれ落ちる涙の
意味を 探していたの
ヒカリ止まる命の
夢はとっくに冷めていた

[Pre-Chorus]
いつか一人の国から
便りが届いて
だから行かなきゃ行かなきゃ
結局ぜんまいは巻かれた

[Chorus]
最大限界生きたいわ
宇宙全体が手品いやい
正真正銘未来以来
偶然性さえ運命さ
コンピューターでも解けないわ
果てしない 光線の海
全身全霊で向かうわ
再生 再生 再生成

{Verse 2}
今も覚えているの
人でいた時の頃
キミの思い出だけが
心をつなぎとめていた

[Pre-Chorus]
だけど最後の国から
便りが届いて
すぐに行かなきゃ行かなきゃ
結局ぜんまいは巻かれた

[Chorus]
最大限界生きたいわ
宇宙全体が手品いやい
正真正銘未来以来
偶然性さえ運命さ
コンピューターでも解けないわ
果てしない 光線の海
全身全霊で向かうわ
再生 再生 再生成

[Bridge]
いつか一人の国から
便りが届いて
だから行かなきゃ行かなきゃ
結局ぜんまいは巻かれた
だけど最後の国から
便りが届いて
すぐに行かなきゃ行かなきゃ
結局ぜんまいは巻かれた

[Chorus]
最大限界生きたいわ
宇宙全体が手品いやい
正真正銘未来以来
偶然性さえ運命さ
コンピューターでも解けないわ
果てしない 光線の海
全身全霊で向かうわ
再生 再生 再生成

[Post-Chorus]
再生 再生
再生 再生
再生 再生
再生 再生 再生成"
