Album,Artist,Genre,Name,Total Time,carpeta_esquema,filename,playlist,ruta_absoluta,Album Artist,Album Rating,Album Rating Computed,Artwork Count,BPM,Bit Rate,Clean,Comments,Compilation,Composer,Date Added,Date Modified,Disc Count,Disc Number,Disliked,Explicit,File Folder Count,Kind,Library Folder Count,Location,Matched,Normalization,Persistent ID,Play Count,Play Date,Play Date UTC,Purchased,Rating,Rating Computed,Release Date,Sample Rate,Size,Skip Count,Skip Date,Sort Album,Sort Album Artist,Sort Artist,Sort Composer,Sort Name,Track Count,Track ID,Track Number,Track Type,Work,Year
Miracle - Single,Calvin Harris & Ellie Goulding,Dance,Miracle,3:06,RAW,01 Miracle.mp3,Favoritas,D:\Códigos\Musica-Analisis\files\xml\RAW\Favoritas.xml,Calvin Harris & Ellie Goulding,100,True,1,143,256,,Se encuentra en spotify,,"Ellie Goulding, Adam Wiles, BURNS, Pablo Bowman & Peter Rycroft",2025-05-15 04:11:16,2025-10-17 06:56:50,1,1,,,5,Archivo de audio MPEG,1,file://localhost/F:/iTunes/iTunes%20Media/Music/Calvin%20Harris%20&%20Ellie%20Goulding/Miracle%20-%20Single/01%20Miracle.mp3,,4478,0E840166749A5283,5,3848051535,2025-12-08 21:12:15,,100,,,44100,6057075,,,,,,,,1,25791,1,File,,2023
Starry Eyed - EP,Ellie Goulding,Pop,Starry Eyed,2:57,RAW,01 Starry Eyed.mp3,Favoritas,D:\Códigos\Musica-Analisis\files\xml\RAW\Favoritas.xml,Ellie Goulding,100,True,1,75,256,,Se encuentra en spotify,,Ellie Goulding & Jonny Lattimer,2025-05-15 04:11:24,2025-10-17 06:56:08,1,1,,,5,Archivo de audio MPEG,1,file://localhost/F:/iTunes/iTunes%20Media/Music/Ellie%20Goulding/Starry%20Eyed%20-%20EP/01%20Starry%20Eyed.mp3,,5614,1C1852FF75FDB175,2,3845987106,2025-11-14 23:45:06,,100,,,44100,5774746,,,,,,,,4,25839,1,File,,2010
Worry About Me - Single,Ellie Goulding & blackbear,Pop,Worry About Me,2:59,RAW,01 Worry About Me.mp3,Favoritas,D:\Códigos\Musica-Analisis\files\xml\RAW\Favoritas.xml,Ellie Goulding & blackbear,100,True,1,81,256,,Se encuentra en spotify,,"Ellie Goulding, Peter Svensson, Savan Kotecha, Ilya Salmanzadeh & Matthew Musto",2025-05-15 04:11:24,2025-10-17 06:56:08,1,1,,,5,Archivo de audio MPEG,1,file://localhost/F:/iTunes/iTunes%20Media/Music/Ellie%20Goulding%20&%20blackbear/Worry%20About%20Me%20-%20Single/01%20Worry%20About%20Me.mp3,,2467,320571CF36DEE5C8,1,3833047691,2025-06-18 04:28:11,,100,,,44100,5810480,,,,,,,,1,25857,1,File,,2020
Lights (Sped Up Version) - Single,Ellie Goulding,Pop,Lights (Single Version),3:30,RAW,02 Lights (Single Version).mp3,Favoritas,D:\Códigos\Musica-Analisis\files\xml\RAW\Favoritas.xml,Ellie Goulding,100,True,1,120,256,,Se encuentra en spotify,,"Ellie Goulding, Richard Stannard & Ash Howes",2025-05-15 04:11:25,2025-10-17 06:56:08,1,1,,,5,Archivo de audio MPEG,1,file://localhost/F:/iTunes/iTunes%20Media/Music/Ellie%20Goulding/Lights%20(Sped%20Up%20Version)%20-%20Single/02%20Lights%20(Single%20Version).mp3,,4639,8E5ADF8E20959E34,2,3837789178,2025-08-12 01:32:58,,100,,,44100,6800506,,,,,,,,2,25883,2,File,,2010
Brightest Blue (Apple Music Film Edition),Ellie Goulding,Pop,How Deep Is Too Deep,3:25,RAW,1-03 How Deep Is Too Deep.mp3,Favoritas,D:\Códigos\Musica-Analisis\files\xml\RAW\Favoritas.xml,Ellie Goulding,100,True,1,72,256,,Se encuentra en spotify,,"Joe Kearns, Ellie Goulding, Finlay Dow-Smith",2025-05-15 04:11:26,2025-10-17 06:56:12,2,1,,,5,Archivo de audio MPEG,1,file://localhost/F:/iTunes/iTunes%20Media/Music/Ellie%20Goulding/Brightest%20Blue%20(Apple%20Music%20Film%20Edition/1-03%20How%20Deep%20Is%20Too%20Deep.mp3,,4367,99D07E71F04D15BA,3,3833799694,2025-06-26 21:21:34,,100,,,44100,6642042,,,,,,,,13,25939,3,File,,2020
Halcyon (Deluxe),Ellie Goulding,Pop,Only You,3:50,RAW,04 Only You.mp3,Favoritas,D:\Códigos\Musica-Analisis\files\xml\RAW\Favoritas.xml,Ellie Goulding,100,True,1,99,256,,Se encuentra en spotify,,Ellie Goulding & Jim Eliot,2025-05-15 04:11:42,2025-10-17 06:56:10,1,1,,,5,Archivo de audio MPEG,1,file://localhost/F:/iTunes/iTunes%20Media/Music/Ellie%20Goulding/Halcyon%20(Deluxe)/04%20Only%20You.mp3,,6763,944DA654AF0B25C6,2,3835519766,2025-07-16 19:09:26,,100,,,44100,7438328,,,,,,,,21,25981,4,File,,2013
Halcyon (Deluxe),Ellie Goulding,Pop,Halcyon,3:24,RAW,05 Halcyon.mp3,Favoritas,D:\Códigos\Musica-Analisis\files\xml\RAW\Favoritas.xml,Ellie Goulding,100,True,1,120,256,,Se encuentra en spotify,,Ellie Goulding & Jim Eliot,2025-05-15 04:11:42,2025-10-17 06:56:10,1,1,,,5,Archivo de audio MPEG,1,file://localhost/F:/iTunes/iTunes%20Media/Music/Ellie%20Goulding/Halcyon%20(Deluxe)/05%20Halcyon.mp3,,4127,7CDD959C202FB55A,6,3847105668,2025-11-27 22:27:48,,100,,,44100,6602786,,,,,,,,21,26001,5,File,,2013
Halcyon (Deluxe),Ellie Goulding,Pop,Figure 8,4:07,RAW,06 Figure 8.mp3,Favoritas,D:\Códigos\Musica-Analisis\files\xml\RAW\Favoritas.xml,Ellie Goulding,100,True,1,74,256,,Se encuentra en spotify,,"Ellie Goulding, Jonny Lattimer, Rufio Sandilands & Rocky Morris",2025-05-15 04:11:42,2025-10-17 06:56:10,1,1,,,5,Archivo de audio MPEG,1,file://localhost/F:/iTunes/iTunes%20Media/Music/Ellie%20Goulding/Halcyon%20(Deluxe)/06%20Figure%208.mp3,,7824,C745F8BFF9D9A53A,2,3843154033,2025-10-13 03:47:13,,100,,,44100,7970637,,,,,,,,21,26025,6,File,,2013
Halcyon (Deluxe),Ellie Goulding,Pop,Joy,3:14,RAW,07 Joy.mp3,Favoritas,D:\Códigos\Musica-Analisis\files\xml\RAW\Favoritas.xml,Ellie Goulding,100,True,1,93,256,,Se encuentra en spotify,,Ellie Goulding & Jim Eliot,2025-05-15 04:11:43,2025-10-17 06:56:10,1,1,,,5,Archivo de audio MPEG,1,file://localhost/F:/iTunes/iTunes%20Media/Music/Ellie%20Goulding/Halcyon%20(Deluxe)/07%20Joy.mp3,,3682,521C1F9A734C8525,5,3845733466,2025-11-12 01:17:46,,100,,,44100,6259074,,,,,,,,21,26047,7,File,,2013
Halcyon (Deluxe),Ellie Goulding,Pop,Hanging On,3:21,RAW,08 Hanging On.mp3,Favoritas,D:\Códigos\Musica-Analisis\files\xml\RAW\Favoritas.xml,Ellie Goulding,100,True,1,70,256,,Se encuentra en spotify,,Patrick James Grossi & Ariel Rechtshaid,2025-05-15 04:11:43,2025-10-17 06:56:10,1,1,,,5,Archivo de audio MPEG,1,file://localhost/F:/iTunes/iTunes%20Media/Music/Ellie%20Goulding/Halcyon%20(Deluxe)/08%20Hanging%20On.mp3,,5725,2B0EAAA9DD11DF10,4,3846409029,2025-11-19 20:57:09,,100,,,44100,6509690,,,,,,,,21,26057,8,File,,2013
Halcyon (Deluxe),Ellie Goulding,Pop,Explosions,4:04,RAW,09 Explosions.mp3,Favoritas,D:\Códigos\Musica-Analisis\files\xml\RAW\Favoritas.xml,Ellie Goulding,100,True,1,96,256,,Se encuentra en spotify,,Ellie Goulding,2025-05-15 04:11:43,2025-10-17 06:56:10,1,1,,,5,Archivo de audio MPEG,1,file://localhost/F:/iTunes/iTunes%20Media/Music/Ellie%20Goulding/Halcyon%20(Deluxe)/09%20Explosions.mp3,,4470,4EBB6EC64D0E95F2,1,3830337605,2025-05-17 19:40:05,,100,,,44100,7856130,,,,,,,,21,26065,9,File,,2013
Halcyon (Deluxe),Ellie Goulding,Pop,Ritual,3:50,RAW,16 Ritual.mp3,Favoritas,D:\Códigos\Musica-Analisis\files\xml\RAW\Favoritas.xml,Ellie Goulding,100,True,1,115,256,,Se encuentra en spotify,,"Ellie Goulding, Richard ""Biff"" Stannard & Ash Howes",2025-05-15 04:11:43,2025-10-17 06:56:10,1,1,,,5,Archivo de audio MPEG,1,file://localhost/F:/iTunes/iTunes%20Media/Music/Ellie%20Goulding/Halcyon%20(Deluxe)/16%20Ritual.mp3,,7314,FBFC466BD3A360A2,2,3835874785,2025-07-20 21:46:25,,100,,,44100,7426248,,,,,,,,21,26105,16,File,,2013
Halcyon Days (Deluxe Version),Ellie Goulding,Pop,You My Everything,3:29,RAW,22 You My Everything.mp3,Favoritas,D:\Códigos\Musica-Analisis\files\xml\RAW\Favoritas.xml,Ellie Goulding,100,True,1,83,256,,Se encuentra en spotify,,Ellie Goulding & Eg White,2025-05-15 04:11:43,2025-10-17 06:56:10,1,1,,,5,Archivo de audio MPEG,1,file://localhost/F:/iTunes/iTunes%20Media/Music/Ellie%20Goulding/Halcyon%20Days%20(Deluxe%20Version)/22%20You%20My%20Everything.mp3,,5975,22EAD5ED18745369,1,3830339226,2025-05-17 20:07:06,,100,,,44100,6754425,,,,,,,,29,26129,22,File,,2014
Halcyon Days (Deluxe Version),Ellie Goulding,Pop,Hearts Without Chains,3:46,RAW,23 Hearts Without Chains.mp3,Favoritas,D:\Códigos\Musica-Analisis\files\xml\RAW\Favoritas.xml,Ellie Goulding,100,True,1,79,256,,Se encuentra en spotify,,Ellie Goulding & Fraser T. Smith,2025-05-15 04:11:43,2025-10-17 06:56:10,1,1,,,5,Archivo de audio MPEG,1,file://localhost/F:/iTunes/iTunes%20Media/Music/Ellie%20Goulding/Halcyon%20Days%20(Deluxe%20Version)/23%20Hearts%20Without%20Chains.mp3,,3559,28F42735354D0985,3,3835967818,2025-07-21 23:36:58,,100,,,44100,7289308,,,,,,,,29,26131,23,File,,2014
Halcyon Days (Deluxe Version),Ellie Goulding & Madeon,Pop,Stay Awake,3:26,RAW,24 Stay Awake.mp3,Favoritas,D:\Códigos\Musica-Analisis\files\xml\RAW\Favoritas.xml,Ellie Goulding,100,True,1,80,256,,Se encuentra en spotify,,Ellie Goulding & Hugo Pierre Leclercq,2025-05-15 04:11:43,2025-10-17 06:56:07,1,1,,,5,Archivo de audio MPEG,1,file://localhost/F:/iTunes/iTunes%20Media/Music/Ellie%20Goulding/Halcyon%20Days%20(Deluxe%20Version)/24%20Stay%20Awake.mp3,,10348,7751CB5579F4A4F2,1,3830340030,2025-05-17 20:20:30,,100,,,44100,6668735,,,,,,,,29,26133,24,File,,2014
Halcyon Days (Deluxe Version),Ellie Goulding,Pop,Under Control,4:06,RAW,25 Under Control.mp3,Favoritas,D:\Códigos\Musica-Analisis\files\xml\RAW\Favoritas.xml,Ellie Goulding,100,True,1,142,256,,Se encuentra en spotify,,"Ellie Goulding, Oliver Goldstein, Bonnie McKee & Cory Nitta",2025-05-15 04:11:43,2025-10-17 06:56:09,1,1,,,5,Archivo de audio MPEG,1,file://localhost/F:/iTunes/iTunes%20Media/Music/Ellie%20Goulding/Halcyon%20Days%20(Deluxe%20Version)/25%20Under%20Control.mp3,,7017,FC2ECE184A94B5BB,4,3846051255,2025-11-15 17:34:15,,100,,,44100,7937124,,,,,,,,29,26135,25,File,,2014
Halcyon Days (Deluxe Version),Ellie Goulding & DJ Fresh,Pop,Flashlight,3:33,RAW,26 Flashlight.mp3,Favoritas,D:\Códigos\Musica-Analisis\files\xml\RAW\Favoritas.xml,Ellie Goulding,100,True,1,88,256,,Se encuentra en spotify,,"Ellie Goulding, Dan Stein & The Invisible Men",2025-05-15 04:11:43,2025-10-17 06:56:08,1,1,,,5,Archivo de audio MPEG,1,file://localhost/F:/iTunes/iTunes%20Media/Music/Ellie%20Goulding/Halcyon%20Days%20(Deluxe%20Version)/26%20Flashlight.mp3,,10128,FBF6D8E351F2E3B3,4,3838963222,2025-08-25 15:40:22,,100,,,44100,6893316,,,,,,,,29,26137,26,File,,2014
Halcyon Nights,Ellie Goulding,Pop,Beating Heart,3:32,RAW,2-16 Beating Heart.mp3,Favoritas,D:\Códigos\Musica-Analisis\files\xml\RAW\Favoritas.xml,Ellie Goulding,100,True,1,128,256,,Se encuentra en spotify,,Ellie Goulding & Joe Janiak,2025-05-16 01:04:25,2025-10-17 06:56:09,2,2,,,5,Archivo de audio MPEG,1,file://localhost/F:/iTunes/iTunes%20Media/Music/Ellie%20Goulding/Halcyon%20Nights/2-16%20Beating%20Heart.mp3,,6068,28CD82E879F7311D,4,3842200098,2025-10-02 02:48:18,,100,,,44100,6836737,1,2025-05-18 17:11:15,,,,,,18,26173,16,File,,2014
Halcyon Nights,Ellie Goulding,Pop,Mirror (From “The Hunger Games- Catching Fire” Soundtrack),4:21,RAW,2-17 Mirror (From _The Hunger Games-.mp3,Favoritas,D:\Códigos\Musica-Analisis\files\xml\RAW\Favoritas.xml,Ellie Goulding,100,True,1,134,256,,Se encuentra en spotify,,Ellie Goulding,2025-05-16 01:04:25,2025-10-17 06:56:09,2,2,,,5,Archivo de audio MPEG,1,file://localhost/F:/iTunes/iTunes%20Media/Music/Ellie%20Goulding/Halcyon%20Nights/2-17%20Mirror%20(From%20_The%20Hunger%20Games-.mp3,,3158,31C093BAEF5BC837,5,3845283663,2025-11-06 20:21:03,,100,,,44100,8422093,1,2025-05-18 17:19:45,,,,,,18,26175,17,File,,2014
Halcyon Nights,Ellie Goulding,Pop,Bittersweet,3:56,RAW,2-18 Bittersweet.mp3,Favoritas,D:\Códigos\Musica-Analisis\files\xml\RAW\Favoritas.xml,Ellie Goulding,100,True,1,75,256,,Se encuentra en spotify,,Ellie Goulding/Sonny Moore,2025-05-16 01:04:25,2025-10-17 06:56:09,2,2,,,5,Archivo de audio MPEG,1,file://localhost/F:/iTunes/iTunes%20Media/Music/Ellie%20Goulding/Halcyon%20Nights/2-18%20Bittersweet.mp3,,4541,2E2F52305BBBA2C6,8,3844157882,2025-10-24 18:38:02,,100,,,44100,7606704,,,,,,,,18,26177,18,File,,2014
Addicted To You - EP,Hikaru Utada,J-Pop,Addicted To You (Up-In-Heaven Mix),5:18,RAW,01 Addicted To You (Up-In-Heaven Mix.mp3,Favoritas,D:\Códigos\Musica-Analisis\files\xml\RAW\Favoritas.xml,Hikaru Utada,100,True,1,99,256,,Se encuentra en spotify,,Hikaru Utada,2025-05-16 05:25:21,2025-10-17 06:55:49,1,1,,,5,Archivo de audio MPEG,1,file://localhost/F:/iTunes/iTunes%20Media/Music/Hikaru%20Utada/Addicted%20To%20You%20-%20EP/01%20Addicted%20To%20You%20(Up-In-Heaven%20Mix.mp3,,4003,3F7CC48C02E53E45,2,3847095333,2025-11-27 19:35:33,,100,,,44100,10283304,,,,,,,,4,26237,1,File,,1999
Automatic - Time Will Tell - Single,Hikaru Utada,J-Pop,Automatic,5:12,RAW,01 Automatic.mp3,Favoritas,D:\Códigos\Musica-Analisis\files\xml\RAW\Favoritas.xml,Hikaru Utada,100,True,1,95,256,,Se encuentra en spotify,,Hikaru Utada,2025-05-16 05:25:21,2025-10-17 06:55:49,1,1,,,5,Archivo de audio MPEG,1,file://localhost/F:/iTunes/iTunes%20Media/Music/Hikaru%20Utada/Automatic%20-%20Time%20Will%20Tell%20-%20Single/01%20Automatic.mp3,,6529,65266D3528C70592,3,3846155142,2025-11-16 22:25:42,,100,,,44100,10048246,,,,,,,,3,26239,1,File,,1998
Can You Keep a Secret  - Single,Hikaru Utada,J-Pop,Can You Keep a Secret ,5:08,RAW,01 Can You Keep a Secret.mp3,Favoritas,D:\Códigos\Musica-Analisis\files\xml\RAW\Favoritas.xml,Hikaru Utada,100,True,1,104,256,,Se encuentra en spotify,,Hikaru Utada,2025-05-16 05:25:21,2025-10-17 06:55:49,1,1,,,5,Archivo de audio MPEG,1,file://localhost/F:/iTunes/iTunes%20Media/Music/Hikaru%20Utada/Can%20You%20Keep%20a%20Secret%20%20-%20Single/01%20Can%20You%20Keep%20a%20Secret.mp3,,6906,F15E8785F581093E,2,3838201424,2025-08-16 20:03:44,,100,,,44100,9947743,,,,,,,,3,26241,1,File,,2001
Movin' On Without You - Single,Hikaru Utada,J-Pop,Movin' On Without You,4:38,RAW,01 Movin' On Without You.mp3,Favoritas,D:\Códigos\Musica-Analisis\files\xml\RAW\Favoritas.xml,Hikaru Utada,100,True,1,122,256,,Se encuentra en spotify,,Hikaru Utada,2025-05-16 05:25:22,2025-10-17 06:55:47,1,1,,,5,Archivo de audio MPEG,1,file://localhost/F:/iTunes/iTunes%20Media/Music/Hikaru%20Utada/Movin'%20On%20Without%20You%20-%20Single/01%20Movin'%20On%20Without%20You.mp3,,5350,59A306286A7A2D0F,2,3834831354,2025-07-08 19:55:54,,100,,,44100,8990600,,,,,,,,3,26247,1,File,,1999
Traveling - EP,Hikaru Utada,J-Pop,Traveling,5:14,RAW,01 Traveling.mp3,Favoritas,D:\Códigos\Musica-Analisis\files\xml\RAW\Favoritas.xml,Hikaru Utada,100,True,1,117,256,,Se encuentra en spotify,,Hikaru Utada,2025-05-16 05:25:22,2025-10-17 06:55:46,1,1,,,5,Archivo de audio MPEG,1,file://localhost/F:/iTunes/iTunes%20Media/Music/Hikaru%20Utada/Traveling%20-%20EP/01%20Traveling.mp3,,7975,A80677BBC2B1D271,5,3844181690,2025-10-25 01:14:50,,100,,,44100,10154380,,,,,,,,4,26249,1,File,,2001
Wait & See - Risk - EP,Hikaru Utada,J-Pop,Wait & See - Risk,4:48,RAW,01 Wait & See - Risk.mp3,Favoritas,D:\Códigos\Musica-Analisis\files\xml\RAW\Favoritas.xml,Hikaru Utada,100,True,1,112,256,,Se encuentra en spotify,,Hikaru Utada,2025-05-16 05:25:22,2025-10-17 06:55:45,1,1,,,5,Archivo de audio MPEG,1,file://localhost/F:/iTunes/iTunes%20Media/Music/Hikaru%20Utada/Wait%20&%20See%20-%20Risk%20-%20EP/01%20Wait%20&%20See%20-%20Risk.mp3,,7061,87855E3A2CCBC237,4,3845284925,2025-11-06 20:42:05,,100,,,44100,9307997,,,,,,,,5,26251,1,File,,2000
Sakura Drops - EP,Hikaru Utada,J-Pop,Sakura Drops,4:58,RAW,01 Sakura Drops.mp3,Favoritas,D:\Códigos\Musica-Analisis\files\xml\RAW\Favoritas.xml,Hikaru Utada,100,True,1,83,256,,Se encuentra en spotify,,Hikaru Utada,2025-05-16 05:31:23,2025-10-17 06:55:47,1,1,,,5,Archivo de audio MPEG,1,file://localhost/F:/iTunes/iTunes%20Media/Music/Hikaru%20Utada/Sakura%20Drops%20-%20EP/01%20Sakura%20Drops.mp3,,6386,EDCD2B3F8E1E5299,5,3844694825,2025-10-31 00:47:05,,100,,,44100,9662408,,,,,,,,4,26297,1,File,,2001
Colors - EP,Hikaru Utada,J-Pop,Colors,4:00,RAW,01 Colors.mp3,Favoritas,D:\Códigos\Musica-Analisis\files\xml\RAW\Favoritas.xml,Hikaru Utada,100,True,1,122,256,,Se encuentra en spotify,,Hikaru Utada,2025-05-16 05:37:29,2025-10-17 06:55:48,1,1,,,5,Archivo de audio MPEG,1,file://localhost/F:/iTunes/iTunes%20Media/Music/Hikaru%20Utada/Colors%20-%20EP/01%20Colors.mp3,,4213,C4791D946F50E082,3,3847196035,2025-11-28 23:33:55,,100,,,44100,7775044,,,,,,,,4,26311,1,File,,2003
Passion - Single,Hikaru Utada,J-Pop,Passion,4:42,RAW,01 Passion.mp3,Favoritas,D:\Códigos\Musica-Analisis\files\xml\RAW\Favoritas.xml,Hikaru Utada,100,True,1,109,256,,Se encuentra en spotify,,Hikaru Utada,2025-05-16 05:37:30,2025-10-17 06:55:47,1,1,,,5,Archivo de audio MPEG,1,file://localhost/F:/iTunes/iTunes%20Media/Music/Hikaru%20Utada/Passion%20-%20Single/01%20Passion.mp3,,6152,E6A34BAC7CAF02FB,3,3847111111,2025-11-27 23:58:31,,100,,,44100,9114338,,,,,,,,2,26317,1,File,,2005
Beautiful World - Kiss & Cry - EP,Hikaru Utada,J-Pop,Beautiful World,5:14,RAW,01 Beautiful World.mp3,Favoritas,D:\Códigos\Musica-Analisis\files\xml\RAW\Favoritas.xml,Hikaru Utada,100,True,1,115,256,,Se encuentra en spotify,,Hikaru Utada,2025-05-16 05:56:12,2025-10-17 06:55:49,1,1,,,5,Archivo de audio MPEG,1,file://localhost/F:/iTunes/iTunes%20Media/Music/Hikaru%20Utada/Beautiful%20World%20-%20Kiss%20&%20Cry%20-%20EP/01%20Beautiful%20World.mp3,,4763,F0AA86980BBB2967,2,3835524509,2025-07-16 20:28:29,,100,,,44100,10178350,,,,,,,,6,26353,1,File,,2007
Flavor of Life - EP,Hikaru Utada,J-Pop,Flavor of Life,4:47,RAW,01 Flavor of Life.mp3,Favoritas,D:\Códigos\Musica-Analisis\files\xml\RAW\Favoritas.xml,Hikaru Utada,100,True,1,106,256,,Se encuentra en spotify,,Hikaru Utada,2025-05-16 05:56:12,2025-10-17 06:55:47,1,1,,,5,Archivo de audio MPEG,1,file://localhost/F:/iTunes/iTunes%20Media/Music/Hikaru%20Utada/Flavor%20of%20Life%20-%20EP/01%20Flavor%20of%20Life.mp3,,5267,E2B8E9A33E7112FE,4,3843138117,2025-10-12 23:21:57,,100,,,44100,9255766,,,,,,,,4,26361,1,File,,2007
Hanataba Wo Kimini - Single,Hikaru Utada,J-Pop,Hanataba Wo Kimini,4:40,RAW,01 Hanataba Wo Kimini.mp3,Favoritas,D:\Códigos\Musica-Analisis\files\xml\RAW\Favoritas.xml,Hikaru Utada,100,True,1,82,256,,Se encuentra en spotify,,Hikaru Utada,2025-05-16 05:56:12,2025-10-17 06:55:47,1,1,,,5,Archivo de audio MPEG,1,file://localhost/F:/iTunes/iTunes%20Media/Music/Hikaru%20Utada/Hanataba%20Wo%20Kimini%20-%20Single/01%20Hanataba%20Wo%20Kimini.mp3,,2629,8E83ED2C135194FC,4,3846251518,2025-11-18 01:11:58,,100,,,44100,9032642,,,,,,,,1,26365,1,File,,2016
Prisoner of Love - EP,Hikaru Utada,J-Pop,Prisoner of Love,4:45,RAW,01 Prisoner of Love.mp3,Favoritas,D:\Códigos\Musica-Analisis\files\xml\RAW\Favoritas.xml,Hikaru Utada,100,True,1,97,256,,Se encuentra en spotify,,Hikaru Utada,2025-05-16 05:56:13,2025-10-17 06:55:47,1,1,,,5,Archivo de audio MPEG,1,file://localhost/F:/iTunes/iTunes%20Media/Music/Hikaru%20Utada/Prisoner%20of%20Love%20-%20EP/01%20Prisoner%20of%20Love.mp3,,3983,6CC9AB162BD142D5,2,3837782286,2025-08-11 23:38:06,,100,,,44100,9198978,,,,,,,,4,26371,1,File,,2008
Beautiful World - Kiss & Cry - EP,Hikaru Utada,J-Pop,Kiss & Cry,5:05,RAW,02 Kiss & Cry.mp3,Favoritas,D:\Códigos\Musica-Analisis\files\xml\RAW\Favoritas.xml,Hikaru Utada,100,True,1,104,256,,Se encuentra en spotify,,Hikaru Utada,2025-05-16 05:56:15,2025-10-17 06:55:49,1,1,,,5,Archivo de audio MPEG,1,file://localhost/F:/iTunes/iTunes%20Media/Music/Hikaru%20Utada/Beautiful%20World%20-%20Kiss%20&%20Cry%20-%20EP/02%20Kiss%20&%20Cry.mp3,,7544,9916FCF07E825B6E,3,3846849268,2025-11-24 23:14:28,,100,,,44100,9909962,,,,,,,,6,26391,2,File,,2007
Heart Station - Stay Gold - EP,Hikaru Utada,J-Pop,Stay Gold,5:14,RAW,02 Stay Gold.mp3,Favoritas,D:\Códigos\Musica-Analisis\files\xml\RAW\Favoritas.xml,Hikaru Utada,100,True,1,90,256,,Se encuentra en spotify,,Hikaru Utada,2025-05-16 05:56:15,2025-10-17 06:55:47,1,1,,,5,Archivo de audio MPEG,1,file://localhost/F:/iTunes/iTunes%20Media/Music/Hikaru%20Utada/Heart%20Station%20-%20Stay%20Gold%20-%20EP/02%20Stay%20Gold.mp3,,5509,FAC80F40AB0773F1,6,3844433563,2025-10-28 00:12:43,,100,,,44100,10098804,,,,,,,,4,26397,2,File,,2008
Time - Single,Hikaru Utada,J-Pop,Time,4:57,RAW,01 Time.mp3,Favoritas,D:\Códigos\Musica-Analisis\files\xml\RAW\Favoritas.xml,Hikaru Utada,100,True,1,100,256,,Se encuentra en spotify,,Hikaru Utada,2025-05-16 06:00:55,2025-10-17 06:55:46,1,1,,,5,Archivo de audio MPEG,1,file://localhost/F:/iTunes/iTunes%20Media/Music/Hikaru%20Utada/Time%20-%20Single/01%20Time.mp3,,1259,CDD768D01153F74A,3,3847190660,2025-11-28 22:04:20,,100,,,44100,9543607,,,,,,,,1,26461,1,File,,2020
Anohino Kotoba - Growing - EP,Nao Toyama,Anime,De Messiah,3:48,RAW,03 De Messiah.mp3,Favoritas,D:\Códigos\Musica-Analisis\files\xml\RAW\Favoritas.xml,Nao Toyama,100,True,1,135,256,,Se encuentra en spotify,,,2025-05-16 06:02:23,2025-10-17 06:54:58,1,1,,,5,Archivo de audio MPEG,1,file://localhost/F:/iTunes/iTunes%20Media/Music/Nao%20Toyama/Anohino%20Kotoba%20-%20Growing%20-%20EP/03%20De%20Messiah.mp3,,15579,AAC05C291C357246,3,3842205047,2025-10-02 04:10:47,,100,,,44100,7357742,,,,,,,,17,26475,3,File,,2022
独創収差 - Single,Afterglow,Anime,独創収差,4:36,RAW,01 独創収差.mp3,Favoritas,D:\Códigos\Musica-Analisis\files\xml\RAW\Favoritas.xml,Afterglow,100,True,1,126,256,,Se encuentra en spotify,,TK,2025-05-16 06:10:25,2025-10-17 06:58:02,1,1,,,5,Archivo de audio MPEG,1,file://localhost/F:/iTunes/iTunes%20Media/Music/Afterglow/%E7%8B%AC%E5%89%B5%E5%8F%8E%E5%B7%AE%20-%20Single/01%20%E7%8B%AC%E5%89%B5%E5%8F%8E%E5%B7%AE.mp3,,16661,CCF30F88477E402F,6,3847195557,2025-11-28 23:25:57,,100,,,44100,8929078,,,,,,,,1,26481,1,File,,2022
CORA DE HIELO - Single,"RØZ, Natt Calma & Mau Moctezuma",House,CORA DE HIELO,2:44,RAW,01 CORA DE HIELO.mp3,Favoritas,D:\Códigos\Musica-Analisis\files\xml\RAW\Favoritas.xml,"RØZ, Natt Calma & Mau Moctezuma",100,True,1,130,256,,Se encuentra en spotify,,Natalia Rojas Hernández,2025-05-16 06:10:25,2025-10-17 06:54:19,1,1,,,5,Archivo de audio MPEG,1,"file://localhost/F:/iTunes/iTunes%20Media/Music/R%C3%98Z,%20Natt%20Calma%20&%20Mau%20Moctezuma/CORA%20DE%20HIELO%20-%20Single/01%20CORA%20DE%20HIELO.mp3",,5844,76A326347838DBA0,1,3830254174,2025-05-16 20:29:34,,100,,,44100,5332507,,,,,,,,1,26483,1,File,,2024
Shy Guy - Single,Elliot Lee & Lucky Dog,Pop,Shy Guy,1:55,RAW,01 Shy Guy.mp3,Favoritas,D:\Códigos\Musica-Analisis\files\xml\RAW\Favoritas.xml,Elliot Lee & Lucky Dog,100,True,1,145,256,,Se encuentra en spotify,,,2025-05-16 06:10:26,2025-10-17 06:56:07,1,1,,,5,Archivo de audio MPEG,1,file://localhost/F:/iTunes/iTunes%20Media/Music/Elliot%20Lee%20&%20Lucky%20Dog/Shy%20Guy%20-%20Single/01%20Shy%20Guy.mp3,,5188,27862ABCC71D7197,2,3834408200,2025-07-03 22:23:20,,100,,,44100,3808313,,,,,,,,1,26485,1,File,,2024
